Channel No.	Counts
247	9.0
248	11.0
249	14.0
250	9.0
251	7.0
252	6.0
253	6.0
254	6.0
255	8.0
256	5.0
257	5.0
258	4.0
259	7.0
260	13.0
261	2.0
262	5.0
263	7.0
264	8.0
265	5.0
266	7.0
267	4.0
268	6.0
269	10.0
270	6.0
271	9.0
272	7.0
273	7.0
274	7.0
275	5.0
276	6.0
277	8.0
278	6.0
279	5.0
280	7.0
281	11.0
282	2.0
283	8.0
284	4.0
285	6.0
286	5.0
287	8.0
288	6.0
289	10.0
290	5.0
291	6.0
292	9.0
293	9.0
294	4.0
295	2.0
296	4.0
297	7.0
298	4.0
299	5.0
300	5.0
301	4.0
302	6.0
303	3.0
304	3.0
305	9.0
306	4.0
307	6.0
308	3.0
309	9.0
310	1.0
311	8.0
312	8.0
313	3.0
314	3.0
315	1.0
316	5.0
317	2.0
318	7.0
319	4.0
320	9.0
321	7.0
322	6.0
323	1.0
324	3.0
325	5.0
326	3.0
327	3.0
328	2.0
329	6.0
330	3.0
331	7.0
332	6.0
333	4.0
334	4.0
335	2.0
336	5.0
337	5.0
338	7.0
339	5.0
340	3.0
341	3.0
342	4.0
343	6.0
344	5.0
345	3.0
346	8.0
347	5.0
348	4.0
349	2.0
350	8.0
351	2.0
352	1.0
353	3.0
354	6.0
355	3.0
356	3.0
357	3.0
358	2.0
359	2.0
360	3.0
361	2.0
362	1.0
363	4.0
364	4.0
365	4.0
366	4.0
367	1.0
368	8.0
369	3.0
370	5.0
371	4.0
372	2.0
373	5.0
374	2.0
375	3.0
376	4.0
377	5.0
378	5.0
379	2.0
380	1.0
381	3.0
382	5.0
383	5.0
384	5.0
385	0.0
386	8.0
387	3.0
388	3.0
389	2.0
390	5.0
391	4.0
392	5.0
393	1.0
394	1.0
395	6.0
396	1.0
397	0.0
398	3.0
399	3.0
400	1.0
401	1.0
402	1.0
403	0.0
404	4.0
405	3.0
406	3.0
407	2.0
408	3.0
409	0.0
410	3.0
411	3.0
412	3.0
413	4.0
414	1.0
415	2.0
416	4.0
417	2.0
418	2.0
419	3.0
420	3.0
421	3.0
422	6.0
423	0.0
424	2.0
425	5.0
426	2.0
427	3.0
428	0.0
429	3.0
430	0.0
431	4.0
432	4.0
433	4.0
434	2.0
435	3.0
436	2.0
437	3.0
438	1.0
439	4.0
440	1.0
441	2.0
442	0.0
443	3.0
444	0.0
445	0.0
446	5.0
447	2.0
448	3.0
449	0.0
450	4.0
451	2.0
452	3.0
453	3.0
454	3.0
455	1.0
456	1.0
457	1.0
458	0.0
459	1.0
460	2.0
461	1.0
462	1.0
463	0.0
464	1.0
465	2.0
466	1.0
467	2.0
468	1.0
469	4.0
470	1.0
471	0.0
472	2.0
473	4.0
474	2.0
475	3.0
476	0.0
477	1.0
478	1.0
479	1.0
480	1.0
481	5.0
482	2.0
483	1.0
484	0.0
485	0.0
486	4.0
487	3.0
488	0.0
489	2.0
490	3.0
491	3.0
492	0.0
493	1.0
494	1.0
495	2.0
496	0.0
497	4.0
498	4.0
499	0.0
500	4.0
501	1.0
502	1.0
503	1.0
504	1.0
505	2.0
506	3.0
507	1.0
508	3.0
509	1.0
510	2.0
511	1.0
512	0.0
513	0.0
514	3.0
515	1.0
516	1.0
517	3.0
518	1.0
519	1.0
520	0.0
521	1.0
522	0.0
523	2.0
524	1.0
525	3.0
526	0.0
527	2.0
528	1.0
529	2.0
530	1.0
531	1.0
532	0.0
533	1.0
534	0.0
535	3.0
536	1.0
537	3.0
538	1.0
539	1.0
540	2.0
541	0.0
542	1.0
543	1.0
544	0.0
545	1.0
546	1.0
547	3.0
548	0.0
549	1.0
550	1.0
551	1.0
552	1.0
553	2.0
554	0.0
555	0.0
556	0.0
557	0.0
558	1.0
559	0.0
560	1.0
561	1.0
562	1.0
563	0.0
564	1.0
565	1.0
566	3.0
567	1.0
568	0.0
569	0.0
570	1.0
571	0.0
572	2.0
573	1.0
574	2.0
575	1.0
576	3.0
577	1.0
578	1.0
579	0.0
580	0.0
581	1.0
582	0.0
583	1.0
584	0.0
585	1.0
586	1.0
587	1.0
588	2.0
589	0.0
590	1.0
591	1.0
592	1.0
593	2.0
594	1.0
595	0.0
596	1.0
597	0.0
598	0.0
599	2.0
600	1.0
601	2.0
602	1.0
603	1.0
604	0.0
605	0.0
606	1.0
607	1.0
608	2.0
609	1.0
610	0.0
611	1.0
612	1.0
613	1.0
614	0.0
615	1.0
616	1.0
617	0.0
618	0.0
619	2.0
620	0.0
621	0.0
622	2.0
623	1.0
624	1.0
625	2.0
626	1.0
627	0.0
628	1.0
629	1.0
630	1.0
631	1.0
632	1.0
633	1.0
634	0.0
635	0.0
636	4.0
637	1.0
638	1.0
639	3.0
640	1.0
641	0.0
642	2.0
643	1.0
644	0.0
645	1.0
646	1.0
647	1.0
648	0.0
649	2.0
650	1.0
651	0.0
652	1.0
653	2.0
654	0.0
655	1.0
656	0.0
657	1.0
658	0.0
659	0.0
660	0.0
661	0.0
662	1.0
663	0.0
664	0.0
665	1.0
666	1.0
667	0.0
668	0.0
669	2.0
670	0.0
671	0.0
672	0.0
673	1.0
674	1.0
675	1.0
676	2.0
677	1.0
678	0.0
679	1.0
680	0.0
681	1.0
682	0.0
683	3.0
684	3.0
685	0.0
686	0.0
687	0.0
688	1.0
689	0.0
690	2.0
691	1.0
692	3.0
693	0.0
694	0.0
695	0.0
696	3.0
697	0.0
698	1.0
699	1.0
700	1.0
701	0.0
702	2.0
703	3.0
704	0.0
705	1.0
706	1.0
707	1.0
708	3.0
709	0.0
710	0.0
711	0.0
712	1.0
713	1.0
714	1.0
715	1.0
716	0.0
717	0.0
718	1.0
719	1.0
720	3.0
721	0.0
722	2.0
723	0.0
724	1.0
725	0.0
726	0.0
727	0.0
728	1.0
729	1.0
730	2.0
731	0.0
732	1.0
733	0.0
734	0.0
735	2.0
736	2.0
737	0.0
738	0.0
739	0.0
740	1.0
741	0.0
742	1.0
743	0.0
744	1.0
745	1.0
746	3.0
747	0.0
748	0.0
749	1.0
750	0.0
751	2.0
752	1.0
753	0.0
754	2.0
755	3.0
756	1.0
757	0.0
758	1.0
759	1.0
760	1.0
761	0.0
762	1.0
763	0.0
764	0.0
765	0.0
766	1.0
767	0.0
768	0.0
769	0.0
770	0.0
771	2.0
772	0.0
773	0.0
774	1.0
775	1.0
776	0.0
777	1.0
778	1.0
779	1.0
780	1.0
781	1.0
782	1.0
783	0.0
784	1.0
785	1.0
786	0.0
787	0.0
788	1.0
789	2.0
790	1.0
791	1.0
792	1.0
793	0.0
794	0.0
795	1.0
796	0.0
797	1.0
798	0.0
799	2.0
800	0.0
801	2.0
802	0.0
803	0.0
804	1.0
805	0.0
806	1.0
807	1.0
808	0.0
809	0.0
810	1.0
811	0.0
812	0.0
813	0.0
814	0.0
815	0.0
816	1.0
817	0.0
818	0.0
819	1.0
820	0.0
821	0.0
822	0.0
823	1.0
824	1.0
825	0.0
826	0.0
827	1.0
828	2.0
829	0.0
830	0.0
831	0.0
832	0.0
833	2.0
834	1.0
835	0.0
836	3.0
837	1.0
838	2.0
839	1.0
840	1.0
841	1.0
842	0.0
843	0.0
844	1.0
845	1.0
846	0.0
847	0.0
848	0.0
849	1.0
850	1.0
851	0.0
852	1.0
853	1.0
854	0.0
855	1.0
856	1.0
857	4.0
858	1.0
859	2.0
860	1.0
861	0.0
862	0.0
863	3.0
864	1.0
865	0.0
866	0.0
867	0.0
868	0.0
869	1.0
870	0.0
871	2.0
872	1.0
873	0.0
874	1.0
875	1.0
876	1.0
877	1.0
878	1.0
879	0.0
880	2.0
881	0.0
882	1.0
883	1.0
884	1.0
885	1.0
886	0.0
887	0.0
888	0.0
889	0.0
890	1.0
891	2.0
892	1.0
893	1.0
894	1.0
895	0.0
896	1.0
897	2.0
898	0.0
899	1.0
900	2.0
901	1.0
902	1.0
903	1.0
904	1.0
905	0.0
906	2.0
907	0.0
908	0.0
909	0.0
910	1.0
911	0.0
912	0.0
913	2.0
914	0.0
915	2.0
916	0.0
917	1.0
918	0.0
919	1.0
920	1.0
921	0.0
922	0.0
923	2.0
924	0.0
925	0.0
926	1.0
927	2.0
928	1.0
929	0.0
930	1.0
931	1.0
932	1.0
933	1.0
934	0.0
935	1.0
936	2.0
937	0.0
938	0.0
939	1.0
940	1.0
941	0.0
942	0.0
943	0.0
944	1.0
945	0.0
946	0.0
947	0.0
948	0.0
949	1.0
950	1.0
951	2.0
952	2.0
953	0.0
954	1.0
955	0.0
956	1.0
957	1.0
958	0.0
959	0.0
960	2.0
961	1.0
962	0.0
963	2.0
964	0.0
965	0.0
966	0.0
967	1.0
968	0.0
969	2.0
970	1.0
971	0.0
972	1.0
973	0.0
974	0.0
975	1.0
976	0.0
977	1.0
978	2.0
979	0.0
980	0.0
981	0.0
982	0.0
983	1.0
984	1.0
985	1.0
986	0.0
987	0.0
988	2.0
989	1.0
990	2.0
991	0.0
992	0.0
993	2.0
994	0.0
995	1.0
996	0.0
997	0.0
998	0.0
999	0.0
1000	1.0
1001	1.0
1002	0.0
1003	1.0
1004	1.0
1005	3.0
1006	1.0
1007	1.0
1008	1.0
1009	0.0
1010	0.0
1011	1.0
1012	1.0
1013	0.0
1014	0.0
1015	0.0
1016	1.0
1017	1.0
1018	1.0
1019	2.0
1020	3.0
1021	0.0
1022	0.0
1023	1.0
1024	1.0
1025	0.0
1026	1.0
1027	1.0
1028	2.0
1029	1.0
1030	0.0
1031	0.0
1032	1.0
1033	0.0
1034	1.0
1035	1.0
1036	2.0
1037	1.0
1038	0.0
1039	1.0
1040	1.0
1041	1.0
1042	1.0
1043	0.0
1044	2.0
1045	2.0
1046	0.0
1047	0.0
1048	2.0
1049	1.0
1050	0.0
1051	0.0
1052	1.0
1053	2.0
1054	0.0
1055	1.0
1056	1.0
1057	0.0
1058	0.0
1059	0.0
1060	1.0
1061	1.0
1062	1.0
1063	1.0
1064	0.0
1065	1.0
1066	2.0
1067	1.0
1068	1.0
1069	1.0
1070	4.0
1071	1.0
1072	0.0
1073	1.0
1074	2.0
1075	0.0
1076	1.0
1077	0.0
1078	1.0
1079	1.0
1080	1.0
1081	0.0
1082	0.0
1083	1.0
1084	0.0
1085	1.0
1086	0.0
1087	1.0
1088	1.0
1089	0.0
1090	0.0
1091	1.0
1092	0.0
1093	1.0
1094	0.0
1095	0.0
1096	0.0
1097	1.0
1098	1.0
1099	1.0
1100	0.0
1101	2.0
1102	1.0
1103	0.0
1104	1.0
1105	0.0
1106	0.0
1107	1.0
1108	0.0
1109	0.0
1110	2.0
1111	0.0
1112	1.0
1113	0.0
1114	1.0
1115	0.0
1116	0.0
1117	0.0
1118	0.0
1119	2.0
1120	1.0
1121	1.0
1122	0.0
1123	0.0
1124	0.0
1125	1.0
1126	0.0
1127	0.0
1128	1.0
1129	0.0
1130	0.0
1131	0.0
1132	0.0
1133	0.0
1134	0.0
1135	0.0
1136	1.0
1137	3.0
1138	2.0
1139	1.0
1140	2.0
1141	0.0
1142	2.0
1143	2.0
1144	1.0
1145	0.0
1146	1.0
1147	1.0
1148	0.0
1149	1.0
1150	0.0
1151	0.0
1152	2.0
1153	3.0
1154	2.0
1155	1.0
1156	1.0
1157	1.0
1158	2.0
1159	2.0
1160	1.0
1161	1.0
1162	0.0
1163	2.0
1164	1.0
1165	0.0
1166	0.0
1167	2.0
1168	0.0
1169	1.0
1170	0.0
1171	1.0
1172	1.0
1173	0.0
1174	0.0
1175	2.0
1176	1.0
1177	0.0
1178	1.0
1179	0.0
1180	0.0
1181	0.0
1182	0.0
1183	1.0
1184	0.0
1185	2.0
1186	0.0
1187	0.0
1188	0.0
1189	3.0
1190	1.0
1191	1.0
1192	1.0
1193	0.0
1194	0.0
1195	0.0
1196	0.0
1197	0.0
1198	1.0
1199	0.0
1200	0.0
1201	1.0
1202	0.0
1203	0.0
1204	1.0
1205	1.0
1206	1.0
1207	0.0
1208	0.0
1209	2.0
1210	2.0
1211	0.0
1212	0.0
1213	0.0
1214	0.0
1215	0.0
1216	2.0
1217	1.0
1218	0.0
1219	1.0
1220	2.0
1221	0.0
1222	0.0
1223	0.0
1224	0.0
1225	0.0
1226	0.0
1227	1.0
1228	1.0
1229	1.0
1230	1.0
1231	0.0
1232	0.0
1233	1.0
1234	0.0
1235	4.0
1236	1.0
1237	0.0
1238	0.0
1239	2.0
1240	1.0
1241	1.0
1242	1.0
1243	0.0
1244	0.0
1245	2.0
1246	1.0
1247	0.0
1248	0.0
1249	0.0
1250	0.0
1251	0.0
1252	1.0
1253	2.0
1254	0.0
1255	0.0
1256	1.0
1257	2.0
1258	0.0
1259	1.0
1260	1.0
1261	1.0
1262	0.0
1263	0.0
1264	0.0
1265	2.0
1266	1.0
1267	0.0
1268	0.0
1269	1.0
1270	0.0
1271	0.0
1272	0.0
1273	2.0
1274	0.0
1275	0.0
1276	1.0
1277	1.0
1278	0.0
1279	0.0
1280	1.0
1281	0.0
1282	1.0
1283	3.0
1284	3.0
1285	1.0
1286	1.0
1287	0.0
1288	1.0
1289	1.0
1290	0.0
1291	2.0
1292	2.0
1293	1.0
1294	1.0
1295	1.0
1296	1.0
1297	0.0
1298	1.0
1299	0.0
1300	1.0
1301	2.0
1302	0.0
1303	2.0
1304	0.0
1305	0.0
1306	0.0
1307	2.0
1308	1.0
1309	2.0
1310	1.0
1311	2.0
1312	1.0
1313	0.0
1314	1.0
1315	1.0
1316	0.0
1317	1.0
1318	0.0
1319	0.0
1320	0.0
1321	1.0
1322	0.0
1323	0.0
1324	1.0
1325	0.0
1326	0.0
1327	1.0
1328	1.0
1329	0.0
1330	0.0
1331	0.0
1332	0.0
1333	0.0
1334	0.0
1335	2.0
1336	1.0
1337	2.0
1338	0.0
1339	1.0
1340	0.0
1341	1.0
1342	0.0
1343	0.0
1344	1.0
1345	0.0
1346	1.0
1347	3.0
1348	2.0
1349	0.0
1350	0.0
1351	1.0
1352	0.0
1353	1.0
1354	1.0
1355	2.0
1356	0.0
1357	1.0
1358	0.0
1359	2.0
1360	0.0
1361	0.0
1362	0.0
1363	0.0
1364	1.0
1365	0.0
1366	0.0
1367	0.0
1368	0.0
1369	1.0
1370	1.0
1371	0.0
1372	0.0
1373	0.0
1374	0.0
1375	1.0
1376	2.0
1377	0.0
1378	1.0
1379	1.0
1380	1.0
1381	1.0
1382	0.0
1383	0.0
1384	1.0
1385	0.0
1386	1.0
1387	0.0
1388	1.0
1389	0.0
1390	0.0
1391	0.0
1392	0.0
1393	2.0
1394	0.0
1395	3.0
1396	0.0
1397	0.0
1398	0.0
1399	1.0
1400	0.0
1401	0.0
1402	1.0
1403	1.0
1404	1.0
1405	1.0
1406	0.0
1407	0.0
1408	1.0
1409	1.0
1410	0.0
1411	0.0
1412	0.0
1413	2.0
1414	1.0
1415	0.0
1416	1.0
1417	1.0
1418	1.0
1419	0.0
1420	1.0
1421	0.0
1422	0.0
1423	0.0
1424	1.0
1425	0.0
1426	1.0
1427	0.0
1428	1.0
1429	1.0
1430	1.0
1431	0.0
1432	0.0
1433	2.0
1434	0.0
1435	0.0
1436	2.0
1437	1.0
1438	2.0
1439	0.0
1440	0.0
1441	0.0
1442	1.0
1443	1.0
1444	0.0
1445	2.0
1446	1.0
1447	0.0
1448	0.0
1449	0.0
1450	1.0
1451	1.0
1452	1.0
1453	2.0
1454	0.0
1455	0.0
1456	0.0
1457	0.0
1458	2.0
1459	0.0
1460	3.0
1461	0.0
1462	2.0
1463	0.0
1464	0.0
1465	1.0
1466	1.0
1467	1.0
1468	0.0
1469	1.0
1470	0.0
1471	0.0
1472	1.0
1473	1.0
1474	1.0
1475	0.0
1476	0.0
1477	1.0
1478	1.0
1479	1.0
1480	0.0
1481	2.0
1482	1.0
1483	0.0
1484	1.0
1485	1.0
1486	2.0
1487	1.0
1488	0.0
1489	1.0
1490	0.0
1491	1.0
1492	2.0
1493	1.0
1494	2.0
1495	2.0
1496	0.0
1497	1.0
1498	0.0
1499	1.0
1500	1.0
1501	1.0
1502	0.0
1503	1.0
1504	1.0
1505	0.0
1506	0.0
1507	1.0
1508	1.0
1509	2.0
1510	0.0
1511	1.0
1512	1.0
1513	1.0
1514	0.0
1515	1.0
1516	1.0
1517	0.0
1518	0.0
1519	0.0
1520	0.0
1521	0.0
1522	1.0
1523	1.0
1524	0.0
1525	0.0
1526	0.0
1527	3.0
1528	2.0
1529	2.0
1530	0.0
1531	0.0
1532	3.0
1533	1.0
1534	2.0
1535	1.0
1536	1.0
1537	0.0
1538	1.0
1539	0.0
1540	1.0
1541	1.0
1542	0.0
1543	0.0
1544	2.0
1545	0.0
1546	0.0
1547	1.0
1548	3.0
1549	0.0
1550	3.0
1551	0.0
1552	2.0
1553	0.0
1554	0.0
1555	0.0
1556	0.0
1557	2.0
1558	0.0
1559	0.0
1560	2.0
1561	1.0
1562	2.0
1563	1.0
1564	1.0
1565	1.0
1566	0.0
1567	0.0
1568	0.0
1569	0.0
1570	0.0
1571	0.0
1572	0.0
1573	1.0
1574	0.0
1575	1.0
1576	0.0
1577	0.0
1578	1.0
1579	0.0
1580	0.0
1581	0.0
1582	0.0
1583	0.0
1584	0.0
1585	0.0
1586	0.0
1587	0.0
1588	1.0
1589	0.0
1590	1.0
1591	1.0
1592	0.0
1593	1.0
1594	1.0
1595	1.0
1596	2.0
1597	1.0
1598	0.0
1599	1.0
1600	1.0
1601	0.0
1602	1.0
1603	0.0
1604	0.0
1605	1.0
1606	1.0
1607	2.0
1608	1.0
1609	0.0
1610	0.0
1611	1.0
1612	1.0
1613	2.0
1614	0.0
1615	1.0
1616	0.0
1617	0.0
1618	2.0
1619	0.0
1620	0.0
1621	0.0
1622	0.0
1623	0.0
1624	1.0
1625	0.0
1626	2.0
1627	2.0
1628	0.0
1629	1.0
1630	0.0
1631	0.0
1632	0.0
1633	0.0
1634	0.0
1635	0.0
1636	1.0
1637	0.0
1638	0.0
1639	0.0
1640	1.0
1641	0.0
1642	0.0
1643	0.0
1644	0.0
1645	0.0
1646	1.0
1647	1.0
1648	2.0
1649	1.0
1650	1.0
1651	1.0
1652	2.0
1653	0.0
1654	1.0
1655	1.0
1656	2.0
1657	2.0
1658	1.0
1659	0.0
1660	1.0
1661	0.0
1662	0.0
1663	0.0
1664	1.0
1665	0.0
1666	0.0
1667	1.0
1668	1.0
1669	2.0
1670	2.0
1671	0.0
1672	0.0
1673	0.0
1674	1.0
1675	1.0
1676	0.0
1677	0.0
1678	0.0
1679	0.0
1680	0.0
1681	0.0
1682	0.0
1683	2.0
1684	2.0
1685	1.0
1686	0.0
1687	0.0
1688	0.0
1689	3.0
1690	0.0
1691	2.0
1692	0.0
1693	0.0
1694	1.0
1695	0.0
1696	0.0
1697	1.0
1698	0.0
1699	0.0
1700	1.0
1701	0.0
1702	2.0
1703	0.0
1704	1.0
1705	1.0
1706	0.0
1707	1.0
1708	0.0
1709	0.0
1710	0.0
1711	0.0
1712	0.0
1713	2.0
1714	0.0
1715	1.0
1716	2.0
1717	0.0
1718	2.0
1719	1.0
1720	0.0
1721	0.0
1722	0.0
1723	1.0
1724	0.0
1725	1.0
1726	0.0
1727	2.0
1728	1.0
1729	0.0
1730	1.0
1731	2.0
1732	1.0
1733	2.0
1734	0.0
1735	0.0
1736	0.0
1737	1.0
1738	1.0
1739	2.0
1740	1.0
1741	0.0
1742	0.0
1743	3.0
1744	1.0
1745	1.0
1746	0.0
1747	2.0
1748	1.0
1749	3.0
1750	1.0
1751	2.0
1752	1.0
1753	0.0
1754	2.0
1755	0.0
1756	1.0
1757	0.0
1758	0.0
1759	0.0
1760	0.0
1761	1.0
1762	2.0
1763	0.0
1764	0.0
1765	0.0
1766	0.0
1767	0.0
1768	1.0
1769	0.0
1770	0.0
1771	0.0
1772	0.0
1773	2.0
1774	1.0
1775	0.0
1776	0.0
1777	0.0
1778	1.0
1779	0.0
1780	1.0
1781	0.0
1782	1.0
1783	0.0
1784	1.0
1785	0.0
1786	2.0
1787	0.0
1788	0.0
1789	0.0
1790	1.0
1791	0.0
1792	0.0
1793	0.0
1794	1.0
1795	1.0
1796	2.0
1797	2.0
1798	0.0
1799	1.0
1800	0.0
1801	1.0
1802	2.0
1803	0.0
1804	1.0
1805	1.0
1806	1.0
1807	1.0
1808	0.0
1809	0.0
1810	0.0
1811	1.0
1812	1.0
1813	2.0
1814	2.0
1815	0.0
1816	2.0
1817	0.0
1818	1.0
1819	1.0
1820	1.0
1821	2.0
1822	0.0
1823	2.0
1824	0.0
1825	0.0
1826	0.0
1827	0.0
1828	1.0
1829	1.0
1830	0.0
1831	2.0
1832	1.0
1833	0.0
1834	0.0
1835	3.0
1836	0.0
1837	1.0
1838	0.0
1839	1.0
1840	1.0
1841	1.0
1842	0.0
1843	1.0
1844	1.0
1845	0.0
1846	1.0
1847	1.0
1848	0.0
1849	1.0
1850	1.0
1851	0.0
1852	0.0
1853	2.0
1854	1.0
1855	0.0
1856	0.0
1857	1.0
1858	1.0
1859	0.0
1860	0.0
1861	1.0
1862	3.0
1863	1.0
1864	3.0
1865	3.0
1866	0.0
1867	0.0
1868	0.0
1869	0.0
1870	0.0
1871	1.0
1872	1.0
1873	2.0
1874	1.0
1875	2.0
1876	1.0
1877	0.0
1878	2.0
1879	1.0
1880	1.0
1881	0.0
1882	0.0
1883	1.0
1884	2.0
1885	0.0
1886	0.0
1887	2.0
1888	0.0
1889	0.0
1890	0.0
1891	1.0
1892	1.0
1893	0.0
1894	0.0
1895	0.0
1896	1.0
1897	0.0
1898	0.0
1899	1.0
1900	0.0
1901	0.0
1902	0.0
1903	0.0
1904	0.0
1905	3.0
1906	0.0
1907	0.0
1908	1.0
1909	0.0
1910	1.0
1911	0.0
1912	0.0
1913	0.0
1914	0.0
1915	0.0
1916	1.0
1917	0.0
1918	1.0
1919	1.0
1920	0.0
1921	3.0
1922	0.0
1923	2.0
1924	1.0
1925	0.0
1926	1.0
1927	1.0
1928	0.0
1929	0.0
1930	2.0
1931	0.0
1932	0.0
1933	1.0
1934	1.0
1935	1.0
1936	1.0
1937	1.0
1938	0.0
1939	0.0
1940	0.0
1941	1.0
1942	0.0
1943	1.0
1944	1.0
1945	2.0
1946	0.0
1947	1.0
1948	0.0
1949	1.0
1950	1.0
1951	0.0
1952	0.0
1953	1.0
1954	2.0
1955	1.0
1956	0.0
1957	1.0
1958	2.0
1959	1.0
1960	1.0
1961	1.0
1962	0.0
1963	1.0
1964	0.0
1965	0.0
1966	0.0
1967	1.0
1968	0.0
1969	0.0
1970	2.0
1971	0.0
1972	0.0
1973	0.0
1974	0.0
1975	0.0
1976	0.0
1977	0.0
1978	1.0
1979	1.0
1980	1.0
1981	0.0
1982	0.0
1983	2.0
1984	1.0
1985	0.0
1986	0.0
1987	0.0
1988	1.0
1989	0.0
1990	1.0
1991	3.0
1992	0.0
1993	0.0
1994	3.0
1995	5.0
1996	1.0
1997	2.0
1998	0.0
1999	0.0
2000	1.0
2001	1.0
2002	3.0
2003	1.0
2004	1.0
2005	0.0
2006	0.0
2007	0.0
2008	0.0
2009	1.0
2010	0.0
2011	0.0
2012	0.0
2013	2.0
2014	0.0
2015	1.0
2016	0.0
2017	0.0
2018	0.0
2019	0.0
2020	0.0
2021	0.0
2022	0.0
2023	0.0
2024	0.0
2025	0.0
2026	0.0
2027	0.0
2028	0.0
2029	0.0
2030	0.0
2031	0.0
2032	0.0
2033	0.0
2034	0.0
2035	0.0
2036	0.0
2037	0.0
2038	0.0
2039	0.0
2040	0.0
2041	0.0
2042	0.0
2043	0.0
2044	0.0
2045	0.0
2046	0.0
2047	0.0
2048	0.0
