# Delays, Delay errors, Counts
8.223519157992727813e+00,3.552620305107523596e-04,8.000000000000000000e+00
8.244311531009605787e+00,3.552789402423498486e-04,7.000000000000000000e+00
8.265103904026483761e+00,3.552958928040550707e-04,5.000000000000000000e+00
8.285896277043361735e+00,3.553128881897376213e-04,1.000000000000000000e+01
8.306688650060239709e+00,3.553299263932527307e-04,2.000000000000000000e+00
8.327481023077119460e+00,3.553470074084412087e-04,4.000000000000000000e+00
8.348273396093997434e+00,3.553641312291296625e-04,8.000000000000000000e+00
8.369065769110875408e+00,3.553812978491304960e-04,6.000000000000000000e+00
8.389858142127753382e+00,3.553985072622417476e-04,4.000000000000000000e+00
8.410650515144633133e+00,3.554157594622471984e-04,3.000000000000000000e+00
8.431442888161511107e+00,3.554330544429164804e-04,3.000000000000000000e+00
8.452235261178389081e+00,3.554503921980048603e-04,6.000000000000000000e+00
8.473027634195267055e+00,3.554677727212534016e-04,4.000000000000000000e+00
8.493820007212145029e+00,3.554851960063890731e-04,5.000000000000000000e+00
8.514612380229024780e+00,3.555026620471245322e-04,5.000000000000000000e+00
8.535404753245902754e+00,3.555201708371582875e-04,3.000000000000000000e+00
8.556197126262780728e+00,3.555377223701745902e-04,3.000000000000000000e+00
8.576989499279658702e+00,3.555553166398435971e-04,7.000000000000000000e+00
8.597781872296536676e+00,3.555729536398213159e-04,1.000000000000000000e+00
8.618574245313416426e+00,3.555906333637496057e-04,4.000000000000000000e+00
8.639366618330294401e+00,3.556083558052561765e-04,4.000000000000000000e+00
8.660158991347172375e+00,3.556261209579544814e-04,1.300000000000000000e+01
8.680951364364050349e+00,3.556439288154440953e-04,6.000000000000000000e+00
8.701743737380928323e+00,3.556617793713103904e-04,5.000000000000000000e+00
8.722536110397808073e+00,3.556796726191245898e-04,9.000000000000000000e+00
8.743328483414686048e+00,3.556976085524438222e-04,9.000000000000000000e+00
8.764120856431564022e+00,3.557155871648113384e-04,6.000000000000000000e+00
8.784913229448441996e+00,3.557336084497561318e-04,8.000000000000000000e+00
8.805705602465321746e+00,3.557516724007932099e-04,5.000000000000000000e+00
8.826497975482199720e+00,3.557697790114235396e-04,1.000000000000000000e+00
8.847290348499077695e+00,3.557879282751341015e-04,1.000000000000000000e+01
8.868082721515955669e+00,3.558061201853978902e-04,7.000000000000000000e+00
8.888875094532833643e+00,3.558243547356737513e-04,5.000000000000000000e+00
8.909667467549713393e+00,3.558426319194067070e-04,4.000000000000000000e+00
8.930459840566591367e+00,3.558609517300277388e-04,2.000000000000000000e+00
8.951252213583469342e+00,3.558793141609538422e-04,6.000000000000000000e+00
8.972044586600347316e+00,3.558977192055880266e-04,4.000000000000000000e+00
8.992836959617225290e+00,3.559161668573194775e-04,5.000000000000000000e+00
9.013629332634105040e+00,3.559346571095233403e-04,2.000000000000000000e+00
9.034421705650983014e+00,3.559531899555608823e-04,2.000000000000000000e+00
9.055214078667860989e+00,3.559717653887794391e-04,5.000000000000000000e+00
9.076006451684738963e+00,3.559903834025125225e-04,7.000000000000000000e+00
9.096798824701616937e+00,3.560090439900796041e-04,4.000000000000000000e+00
9.117591197718496687e+00,3.560277471447864401e-04,2.000000000000000000e+00
9.138383570735374661e+00,3.560464928599249091e-04,3.000000000000000000e+00
9.159175943752252635e+00,3.560652811287729033e-04,7.000000000000000000e+00
9.179968316769130610e+00,3.560841119445946543e-04,6.000000000000000000e+00
9.200760689786010360e+00,3.561029853006403528e-04,4.000000000000000000e+00
9.221553062802888334e+00,3.561219011901466374e-04,6.000000000000000000e+00
9.242345435819766308e+00,3.561408596063361061e-04,6.000000000000000000e+00
9.263137808836644282e+00,3.561598605424176958e-04,9.000000000000000000e+00
9.283930181853522257e+00,3.561789039915865202e-04,6.000000000000000000e+00
9.304722554870402007e+00,3.561979899470239775e-04,2.000000000000000000e+00
9.325514927887279981e+00,3.562171184018976425e-04,5.000000000000000000e+00
9.346307300904157955e+00,3.562362893493613205e-04,9.000000000000000000e+00
9.367099673921035929e+00,3.562555027825552645e-04,1.000000000000000000e+00
9.387892046937913904e+00,3.562747586946057410e-04,6.000000000000000000e+00
9.408684419954793654e+00,3.562940570786254642e-04,4.000000000000000000e+00
9.429476792971671628e+00,3.563133979277134330e-04,3.000000000000000000e+00
9.450269165988549602e+00,3.563327812349549855e-04,7.000000000000000000e+00
9.471061539005427576e+00,3.563522069934217987e-04,4.000000000000000000e+00
9.491853912022305551e+00,3.563716751961717262e-04,5.000000000000000000e+00
9.512646285039185301e+00,3.563911858362491772e-04,3.000000000000000000e+00
9.533438658056063275e+00,3.564107389066847919e-04,2.000000000000000000e+00
9.554231031072941249e+00,3.564303344004957118e-04,4.000000000000000000e+00
9.575023404089819223e+00,3.564499723106852552e-04,4.000000000000000000e+00
9.595815777106698974e+00,3.564696526302433503e-04,4.000000000000000000e+00
9.616608150123576948e+00,3.564893753521462642e-04,5.000000000000000000e+00
9.637400523140454922e+00,3.565091404693567119e-04,7.000000000000000000e+00
9.658192896157332896e+00,3.565289479748236928e-04,4.000000000000000000e+00
9.678985269174210870e+00,3.565487978614828167e-04,4.000000000000000000e+00
9.699777642191090621e+00,3.565686901222561407e-04,5.000000000000000000e+00
9.720570015207968595e+00,3.565886247500521153e-04,3.000000000000000000e+00
9.741362388224846569e+00,3.566086017377658010e-04,2.000000000000000000e+00
9.762154761241724543e+00,3.566286210782785432e-04,7.000000000000000000e+00
9.782947134258602517e+00,3.566486827644583515e-04,5.000000000000000000e+00
9.803739507275482268e+00,3.566687867891598458e-04,3.000000000000000000e+00
9.824531880292360242e+00,3.566889331452239307e-04,4.000000000000000000e+00
9.845324253309238216e+00,3.567091218254782293e-04,5.000000000000000000e+00
9.866116626326116190e+00,3.567293528227368665e-04,6.000000000000000000e+00
9.886908999342995941e+00,3.567496261298005772e-04,3.000000000000000000e+00
9.907701372359873915e+00,3.567699417394565981e-04,3.000000000000000000e+00
9.928493745376751889e+00,3.567902996444788301e-04,7.000000000000000000e+00
9.949286118393629863e+00,3.568106998376278385e-04,7.000000000000000000e+00
9.970078491410507837e+00,3.568311423116506359e-04,4.000000000000000000e+00
9.990870864427387588e+00,3.568516270592810079e-04,4.000000000000000000e+00
1.001166323744426556e+01,3.568721540732392957e-04,3.000000000000000000e+00
1.003245561046114354e+01,3.568927233462325594e-04,1.000000000000000000e+00
1.005324798347802151e+01,3.569133348709545230e-04,2.000000000000000000e+00
1.007404035649489948e+01,3.569339886400855750e-04,5.000000000000000000e+00
1.009483272951177923e+01,3.569546846462928226e-04,2.000000000000000000e+00
1.011562510252865721e+01,3.569754228822299828e-04,5.000000000000000000e+00
1.013641747554553518e+01,3.569962033405375997e-04,4.000000000000000000e+00
1.015720984856241316e+01,3.570170260138428816e-04,7.000000000000000000e+00
1.017800222157929113e+01,3.570378908947599182e-04,7.000000000000000000e+00
1.019879459459617088e+01,3.570587979758894090e-04,9.000000000000000000e+00
1.021958696761304886e+01,3.570797472498187723e-04,3.000000000000000000e+00
1.024037934062992683e+01,3.571007387091223615e-04,6.000000000000000000e+00
1.026117171364680480e+01,3.571217723463613572e-04,3.000000000000000000e+00
1.028196408666368455e+01,3.571428481540834957e-04,3.000000000000000000e+00
1.030275645968056253e+01,3.571639661248235571e-04,2.000000000000000000e+00
1.032354883269744050e+01,3.571851262511031486e-04,5.000000000000000000e+00
1.034434120571431848e+01,3.572063285254305416e-04,5.000000000000000000e+00
1.036513357873119645e+01,3.572275729403011054e-04,4.000000000000000000e+00
1.038592595174807620e+01,3.572488594881969280e-04,5.000000000000000000e+00
1.040671832476495418e+01,3.572701881615869242e-04,1.000000000000000000e+00
1.042751069778183215e+01,3.572915589529271070e-04,5.000000000000000000e+00
1.044830307079871012e+01,3.573129718546602619e-04,6.000000000000000000e+00
1.046909544381558810e+01,3.573344268592161099e-04,1.000000000000000000e+00
1.048988781683246785e+01,3.573559239590112530e-04,5.000000000000000000e+00
1.051068018984934582e+01,3.573774631464493915e-04,3.000000000000000000e+00
1.053147256286622380e+01,3.573990444139211607e-04,5.000000000000000000e+00
1.055226493588310177e+01,3.574206677538039147e-04,5.000000000000000000e+00
1.057305730889997974e+01,3.574423331584623766e-04,5.000000000000000000e+00
1.059384968191685950e+01,3.574640406202480420e-04,5.000000000000000000e+00
1.061464205493373747e+01,3.574857901314993421e-04,4.000000000000000000e+00
1.063543442795061544e+01,3.575075816845419687e-04,1.000000000000000000e+00
1.065622680096749342e+01,3.575294152716884948e-04,7.000000000000000000e+00
1.067701917398437317e+01,3.575512908852385911e-04,4.000000000000000000e+00
1.069781154700125114e+01,3.575732085174789182e-04,3.000000000000000000e+00
1.071860392001812912e+01,3.575951681606833973e-04,2.000000000000000000e+00
1.073939629303500709e+01,3.576171698071128847e-04,3.000000000000000000e+00
1.076018866605188506e+01,3.576392134490153350e-04,1.000000000000000000e+00
1.078098103906876482e+01,3.576612990786258548e-04,2.000000000000000000e+00
1.080177341208564279e+01,3.576834266881667029e-04,5.000000000000000000e+00
1.082256578510252076e+01,3.577055962698472906e-04,3.000000000000000000e+00
1.084335815811939874e+01,3.577278078158641268e-04,7.000000000000000000e+00
1.086415053113627671e+01,3.577500613184009270e-04,1.000000000000000000e+00
1.088494290415315646e+01,3.577723567696286674e-04,3.000000000000000000e+00
1.090573527717003444e+01,3.577946941617053136e-04,5.000000000000000000e+00
1.092652765018691241e+01,3.578170734867762003e-04,2.000000000000000000e+00
1.094732002320379038e+01,3.578394947369738146e-04,6.000000000000000000e+00
1.096811239622066836e+01,3.578619579044180123e-04,3.000000000000000000e+00
1.098890476923754811e+01,3.578844629812156933e-04,4.000000000000000000e+00
1.100969714225442608e+01,3.579070099594611263e-04,2.000000000000000000e+00
1.103048951527130406e+01,3.579295988312358951e-04,0.000000000000000000e+00
1.105128188828818203e+01,3.579522295886088438e-04,3.000000000000000000e+00
1.107207426130506178e+01,3.579749022236359689e-04,2.000000000000000000e+00
1.109286663432193976e+01,3.579976167283607986e-04,5.000000000000000000e+00
1.111365900733881773e+01,3.580203730948141217e-04,2.000000000000000000e+00
1.113445138035569570e+01,3.580431713150139875e-04,4.000000000000000000e+00
1.115524375337257368e+01,3.580660113809658687e-04,5.000000000000000000e+00
1.117603612638945343e+01,3.580888932846626070e-04,3.000000000000000000e+00
1.119682849940633140e+01,3.581118170180844131e-04,2.000000000000000000e+00
1.121762087242320938e+01,3.581347825731989211e-04,3.000000000000000000e+00
1.123841324544008735e+01,3.581577899419610797e-04,2.000000000000000000e+00
1.125920561845696533e+01,3.581808391163133153e-04,2.000000000000000000e+00
1.127999799147384508e+01,3.582039300881855858e-04,5.000000000000000000e+00
1.130079036449072305e+01,3.582270628494951098e-04,6.000000000000000000e+00
1.132158273750760102e+01,3.582502373921467461e-04,5.000000000000000000e+00
1.134237511052447900e+01,3.582734537080326681e-04,2.000000000000000000e+00
1.136316748354135697e+01,3.582967117890326894e-04,3.000000000000000000e+00
1.138395985655823672e+01,3.583200116270139927e-04,3.000000000000000000e+00
1.140475222957511470e+01,3.583433532138314550e-04,3.000000000000000000e+00
1.142554460259199267e+01,3.583667365413272139e-04,3.000000000000000000e+00
1.144633697560887065e+01,3.583901616013311013e-04,7.000000000000000000e+00
1.146712934862575040e+01,3.584136283856606976e-04,8.000000000000000000e+00
1.148792172164262837e+01,3.584371368861207895e-04,6.000000000000000000e+00
1.150871409465950634e+01,3.584606870945039126e-04,4.000000000000000000e+00
1.152950646767638432e+01,3.584842790025902963e-04,0.000000000000000000e+00
1.155029884069326229e+01,3.585079126021476479e-04,5.000000000000000000e+00
1.157109121371014204e+01,3.585315878849313687e-04,1.000000000000000000e+00
1.159188358672702002e+01,3.585553048426844461e-04,5.000000000000000000e+00
1.161267595974389799e+01,3.585790634671375075e-04,3.000000000000000000e+00
1.163346833276077597e+01,3.586028637500089829e-04,1.000000000000000000e+00
1.165426070577765394e+01,3.586267056830047800e-04,5.000000000000000000e+00
1.167505307879453369e+01,3.586505892578186632e-04,1.000000000000000000e+00
1.169584545181141166e+01,3.586745144661319831e-04,1.000000000000000000e+00
1.171663782482828964e+01,3.586984812996139469e-04,0.000000000000000000e+00
1.173743019784516761e+01,3.587224897499214022e-04,3.000000000000000000e+00
1.175822257086204559e+01,3.587465398086988905e-04,3.000000000000000000e+00
1.177901494387892534e+01,3.587706314675788649e-04,4.000000000000000000e+00
1.179980731689580331e+01,3.587947647181814726e-04,4.000000000000000000e+00
1.182059968991268128e+01,3.588189395521145550e-04,4.000000000000000000e+00
1.184139206292955926e+01,3.588431559609739732e-04,1.000000000000000000e+00
1.186218443594643901e+01,3.588674139363432283e-04,4.000000000000000000e+00
1.188297680896331698e+01,3.588917134697937328e-04,4.000000000000000000e+00
1.190376918198019496e+01,3.589160545528847016e-04,2.000000000000000000e+00
1.192456155499707293e+01,3.589404371771632066e-04,5.000000000000000000e+00
1.194535392801395091e+01,3.589648613341642853e-04,4.000000000000000000e+00
1.196614630103083066e+01,3.589893270154107777e-04,3.000000000000000000e+00
1.198693867404770863e+01,3.590138342124133807e-04,4.000000000000000000e+00
1.200773104706458660e+01,3.590383829166707568e-04,6.000000000000000000e+00
1.202852342008146458e+01,3.590629731196695877e-04,1.000000000000000000e+00
1.204931579309834255e+01,3.590876048128843583e-04,2.000000000000000000e+00
1.207010816611522230e+01,3.591122779877775725e-04,4.000000000000000000e+00
1.209090053913210028e+01,3.591369926357996459e-04,5.000000000000000000e+00
1.211169291214897825e+01,3.591617487483891218e-04,2.000000000000000000e+00
1.213248528516585623e+01,3.591865463169723461e-04,5.000000000000000000e+00
1.215327765818273598e+01,3.592113853329639015e-04,5.000000000000000000e+00
1.217407003119961395e+01,3.592362657877661730e-04,3.000000000000000000e+00
1.219486240421649192e+01,3.592611876727697280e-04,4.000000000000000000e+00
1.221565477723336990e+01,3.592861509793531536e-04,2.000000000000000000e+00
1.223644715025024787e+01,3.593111556988830562e-04,3.000000000000000000e+00
1.225723952326712762e+01,3.593362018227142787e-04,5.000000000000000000e+00
1.227803189628400560e+01,3.593612893421895211e-04,2.000000000000000000e+00
1.229882426930088357e+01,3.593864182486397737e-04,3.000000000000000000e+00
1.231961664231776155e+01,3.594115885333841009e-04,5.000000000000000000e+00
1.234040901533463952e+01,3.594368001877297492e-04,2.000000000000000000e+00
1.236120138835151927e+01,3.594620532029719844e-04,3.000000000000000000e+00
1.238199376136839724e+01,3.594873475703944175e-04,4.000000000000000000e+00
1.240278613438527522e+01,3.595126832812687873e-04,5.000000000000000000e+00
1.242357850740215319e+01,3.595380603268548522e-04,3.000000000000000000e+00
1.244437088041903117e+01,3.595634786984008781e-04,2.000000000000000000e+00
1.246516325343591092e+01,3.595889383871430961e-04,2.000000000000000000e+00
1.248595562645278889e+01,3.596144393843061365e-04,5.000000000000000000e+00
1.250674799946966687e+01,3.596399816811028118e-04,5.000000000000000000e+00
1.252754037248654484e+01,3.596655652687342792e-04,2.000000000000000000e+00
1.254833274550342459e+01,3.596911901383897697e-04,3.000000000000000000e+00
1.256912511852030256e+01,3.597168562812471304e-04,5.000000000000000000e+00
1.258991749153718054e+01,3.597425636884722276e-04,5.000000000000000000e+00
1.261070986455405851e+01,3.597683123512193811e-04,2.000000000000000000e+00
1.263150223757093649e+01,3.597941022606313097e-04,5.000000000000000000e+00
1.265229461058781624e+01,3.598199334078389685e-04,4.000000000000000000e+00
1.267308698360469421e+01,3.598458057839617119e-04,4.000000000000000000e+00
1.269387935662157219e+01,3.598717193801072387e-04,2.000000000000000000e+00
1.271467172963845016e+01,3.598976741873718098e-04,2.000000000000000000e+00
1.273546410265532813e+01,3.599236701968399222e-04,5.000000000000000000e+00
1.275625647567220788e+01,3.599497073995845263e-04,4.000000000000000000e+00
1.277704884868908586e+01,3.599757857866670799e-04,0.000000000000000000e+00
1.279784122170596383e+01,3.600019053491374400e-04,2.000000000000000000e+00
1.281863359472284181e+01,3.600280660780339707e-04,3.000000000000000000e+00
1.283942596773971978e+01,3.600542679643834354e-04,3.000000000000000000e+00
1.286021834075659953e+01,3.600805109992012134e-04,4.000000000000000000e+00
1.288101071377347751e+01,3.601067951734910830e-04,3.000000000000000000e+00
1.290180308679035548e+01,3.601331204782454382e-04,4.000000000000000000e+00
1.292259545980723345e+01,3.601594869044451807e-04,4.000000000000000000e+00
1.294338783282411320e+01,3.601858944430597195e-04,1.000000000000000000e+00
1.296418020584099118e+01,3.602123430850470796e-04,4.000000000000000000e+00
1.298497257885786915e+01,3.602388328213539559e-04,5.000000000000000000e+00
1.300576495187474713e+01,3.602653636429153884e-04,0.000000000000000000e+00
1.302655732489162510e+01,3.602919355406553580e-04,1.000000000000000000e+00
1.304734969790850485e+01,3.603185485054861362e-04,3.000000000000000000e+00
1.306814207092538282e+01,3.603452025283089360e-04,6.000000000000000000e+00
1.308893444394226080e+01,3.603718976000134773e-04,3.000000000000000000e+00
1.310972681695913877e+01,3.603986337114780964e-04,2.000000000000000000e+00
1.313051918997601675e+01,3.604254108535699620e-04,3.000000000000000000e+00
1.315131156299289650e+01,3.604522290171448587e-04,2.000000000000000000e+00
1.317210393600977447e+01,3.604790881930472956e-04,4.000000000000000000e+00
1.319289630902665245e+01,3.605059883721105059e-04,3.000000000000000000e+00
1.321368868204353042e+01,3.605329295451564471e-04,1.000000000000000000e+00
1.323448105506040839e+01,3.605599117029959096e-04,3.000000000000000000e+00
1.325527342807728814e+01,3.605869348364283537e-04,3.000000000000000000e+00
1.327606580109416612e+01,3.606139989362421266e-04,4.000000000000000000e+00
1.329685817411104409e+01,3.606411039932143001e-04,1.000000000000000000e+00
1.331765054712792207e+01,3.606682499981108867e-04,3.000000000000000000e+00
1.333844292014480182e+01,3.606954369416865151e-04,2.000000000000000000e+00
1.335923529316167979e+01,3.607226648146848636e-04,2.000000000000000000e+00
1.338002766617855777e+01,3.607499336078383344e-04,2.000000000000000000e+00
1.340082003919543574e+01,3.607772433118683797e-04,5.000000000000000000e+00
1.342161241221231371e+01,3.608045939174851216e-04,5.000000000000000000e+00
1.344240478522919346e+01,3.608319854153877316e-04,1.000000000000000000e+00
1.346319715824607144e+01,3.608594177962642685e-04,3.000000000000000000e+00
1.348398953126294941e+01,3.608868910507917319e-04,4.000000000000000000e+00
1.350478190427982739e+01,3.609144051696360086e-04,5.000000000000000000e+00
1.352557427729670536e+01,3.609419601434520888e-04,3.000000000000000000e+00
1.354636665031358511e+01,3.609695559628837958e-04,1.000000000000000000e+00
1.356715902333046309e+01,3.609971926185640023e-04,4.000000000000000000e+00
1.358795139634734106e+01,3.610248701011146847e-04,4.000000000000000000e+00
1.360874376936421903e+01,3.610525884011465980e-04,3.000000000000000000e+00
1.362953614238109701e+01,3.610803475092598178e-04,7.000000000000000000e+00
1.365032851539797676e+01,3.611081474160433066e-04,4.000000000000000000e+00
1.367112088841485473e+01,3.611359881120751849e-04,2.000000000000000000e+00
1.369191326143173271e+01,3.611638695879225143e-04,1.000000000000000000e+00
1.371270563444861068e+01,3.611917918341415686e-04,3.000000000000000000e+00
1.373349800746549043e+01,3.612197548412777797e-04,3.000000000000000000e+00
1.375429038048236841e+01,3.612477585998655747e-04,6.000000000000000000e+00
1.377508275349924638e+01,3.612758031004286471e-04,1.000000000000000000e+00
1.379587512651612435e+01,3.613038883334796858e-04,4.000000000000000000e+00
1.381666749953300233e+01,3.613320142895207546e-04,5.000000000000000000e+00
1.383745987254988208e+01,3.613601809590429666e-04,2.000000000000000000e+00
1.385825224556676005e+01,3.613883883325267016e-04,1.000000000000000000e+01
1.387904461858363803e+01,3.614166364004414971e-04,4.000000000000000000e+00
1.389983699160051600e+01,3.614449251532461573e-04,7.000000000000000000e+00
1.392062936461739397e+01,3.614732545813887526e-04,4.000000000000000000e+00
1.394142173763427373e+01,3.615016246753066198e-04,6.000000000000000000e+00
1.396221411065115170e+01,3.615300354254262537e-04,3.000000000000000000e+00
1.398300648366802967e+01,3.615584868221636324e-04,1.000000000000000000e+00
1.400379885668490765e+01,3.615869788559238377e-04,6.000000000000000000e+00
1.402459122970178562e+01,3.616155115171015432e-04,3.000000000000000000e+00
1.404538360271866537e+01,3.616440847960804717e-04,3.000000000000000000e+00
1.406617597573554335e+01,3.616726986832338297e-04,1.000000000000000000e+00
1.408696834875242132e+01,3.617013531689242524e-04,8.000000000000000000e+00
1.410776072176929929e+01,3.617300482435035873e-04,3.000000000000000000e+00
1.412855309478617905e+01,3.617587838973132736e-04,1.000000000000000000e+00
1.414934546780305702e+01,3.617875601206840168e-04,3.000000000000000000e+00
1.417013784081993499e+01,3.618163769039359516e-04,1.000000000000000000e+00
1.419093021383681297e+01,3.618452342373788583e-04,4.000000000000000000e+00
1.421172258685369094e+01,3.618741321113116754e-04,3.000000000000000000e+00
1.423251495987057069e+01,3.619030705160229872e-04,3.000000000000000000e+00
1.425330733288744867e+01,3.619320494417908613e-04,4.000000000000000000e+00
1.427409970590432664e+01,3.619610688788827942e-04,4.000000000000000000e+00
1.429489207892120461e+01,3.619901288175559283e-04,2.000000000000000000e+00
1.431568445193808259e+01,3.620192292480567810e-04,5.000000000000000000e+00
1.433647682495496234e+01,3.620483701606215694e-04,2.000000000000000000e+00
1.435726919797184031e+01,3.620775515454759401e-04,4.000000000000000000e+00
1.437806157098871829e+01,3.621067733928351852e-04,6.000000000000000000e+00
1.439885394400559626e+01,3.621360356929041887e-04,3.000000000000000000e+00
1.441964631702247424e+01,3.621653384358774260e-04,2.000000000000000000e+00
1.444043869003935399e+01,3.621946816119390187e-04,5.000000000000000000e+00
1.446123106305623196e+01,3.622240652112627339e-04,4.000000000000000000e+00
1.448202343607310993e+01,3.622534892240119307e-04,2.000000000000000000e+00
1.450281580908998791e+01,3.622829536403396680e-04,2.000000000000000000e+00
1.452360818210686766e+01,3.623124584503887593e-04,7.000000000000000000e+00
1.454440055512374563e+01,3.623420036442916094e-04,2.000000000000000000e+00
1.456519292814062361e+01,3.623715892121703776e-04,5.000000000000000000e+00
1.458598530115750158e+01,3.624012151441369776e-04,6.000000000000000000e+00
1.460677767417437956e+01,3.624308814302930229e-04,3.000000000000000000e+00
1.462757004719125931e+01,3.624605880607299898e-04,1.000000000000000000e+00
1.464836242020813728e+01,3.624903350255289465e-04,3.000000000000000000e+00
1.466915479322501525e+01,3.625201223147609319e-04,4.000000000000000000e+00
1.468994716624189323e+01,3.625499499184867396e-04,4.000000000000000000e+00
1.471073953925877120e+01,3.625798178267568631e-04,3.000000000000000000e+00
1.473153191227565095e+01,3.626097260296118211e-04,2.000000000000000000e+00
1.475232428529252893e+01,3.626396745170818868e-04,6.000000000000000000e+00
1.477311665830940690e+01,3.626696632791871961e-04,2.000000000000000000e+00
1.479390903132628488e+01,3.626996923059377475e-04,2.000000000000000000e+00
1.481470140434316285e+01,3.627297615873334566e-04,3.000000000000000000e+00
1.483549377736004260e+01,3.627598711133642640e-04,5.000000000000000000e+00
1.485628615037692057e+01,3.627900208740098107e-04,1.000000000000000000e+00
1.487707852339379855e+01,3.628202108592398713e-04,2.000000000000000000e+00
1.489787089641067652e+01,3.628504410590140832e-04,3.000000000000000000e+00
1.491866326942755627e+01,3.628807114632821634e-04,1.000000000000000000e+00
1.493945564244443425e+01,3.629110220619836372e-04,1.000000000000000000e+00
1.496024801546131222e+01,3.629413728450482180e-04,5.000000000000000000e+00
1.498104038847819020e+01,3.629717638023955361e-04,1.000000000000000000e+00
1.500183276149506817e+01,3.630021949239353013e-04,3.000000000000000000e+00
1.502262513451194792e+01,3.630326661995671948e-04,2.000000000000000000e+00
1.504341750752882589e+01,3.630631776191810310e-04,3.000000000000000000e+00
1.506420988054570387e+01,3.630937291726567587e-04,8.000000000000000000e+00
1.508500225356258184e+01,3.631243208498643516e-04,0.000000000000000000e+00
1.510579462657945982e+01,3.631549526406638632e-04,4.000000000000000000e+00
1.512658699959633957e+01,3.631856245349055347e-04,2.000000000000000000e+00
1.514737937261321754e+01,3.632163365224296871e-04,3.000000000000000000e+00
1.516817174563009551e+01,3.632470885930669919e-04,2.000000000000000000e+00
1.518896411864697349e+01,3.632778807366379291e-04,2.000000000000000000e+00
1.520975649166385324e+01,3.633087129429535462e-04,2.000000000000000000e+00
1.523054886468073121e+01,3.633395852018148618e-04,3.000000000000000000e+00
1.525134123769760919e+01,3.633704975030131908e-04,1.000000000000000000e+00
1.527213361071448716e+01,3.634014498363300903e-04,5.000000000000000000e+00
1.529292598373136514e+01,3.634324421915373056e-04,1.000000000000000000e+00
1.531371835674824489e+01,3.634634745583969866e-04,2.000000000000000000e+00
1.533451072976512286e+01,3.634945469266613626e-04,1.000000000000000000e+00
1.535530310278200083e+01,3.635256592860731766e-04,2.000000000000000000e+00
1.537609547579887881e+01,3.635568116263653048e-04,2.000000000000000000e+00
1.539688784881575678e+01,3.635880039372610829e-04,2.000000000000000000e+00
1.541768022183263653e+01,3.636192362084740342e-04,3.000000000000000000e+00
1.543847259484951451e+01,3.636505084297081956e-04,3.000000000000000000e+00
1.545926496786639248e+01,3.636818205906579542e-04,3.000000000000000000e+00
1.548005734088327046e+01,3.637131726810079397e-04,5.000000000000000000e+00
1.550084971390014843e+01,3.637445646904334572e-04,3.000000000000000000e+00
1.552164208691702818e+01,3.637759966085998917e-04,4.000000000000000000e+00
1.554243445993390615e+01,3.638074684251633583e-04,3.000000000000000000e+00
1.556322683295078413e+01,3.638389801297702139e-04,0.000000000000000000e+00
1.558401920596766210e+01,3.638705317120574916e-04,3.000000000000000000e+00
1.560481157898454185e+01,3.639021231616525209e-04,3.000000000000000000e+00
1.562560395200141983e+01,3.639337544681731985e-04,2.000000000000000000e+00
1.564639632501829780e+01,3.639654256212279887e-04,0.000000000000000000e+00
1.566718869803517578e+01,3.639971366104157607e-04,2.000000000000000000e+00
1.568798107105205375e+01,3.640288874253259509e-04,3.000000000000000000e+00
1.570877344406893350e+01,3.640606780555387259e-04,1.000000000000000000e+00
1.572956581708581147e+01,3.640925084906246573e-04,0.000000000000000000e+00
1.575035819010268945e+01,3.641243787201449379e-04,4.000000000000000000e+00
1.577115056311956742e+01,3.641562887336513283e-04,1.000000000000000000e+00
1.579194293613644540e+01,3.641882385206863734e-04,5.000000000000000000e+00
1.581273530915332515e+01,3.642202280707830227e-04,6.000000000000000000e+00
1.583352768217020312e+01,3.642522573734651185e-04,4.000000000000000000e+00
1.585432005518708110e+01,3.642843264182469621e-04,4.000000000000000000e+00
1.587511242820395907e+01,3.643164351946336392e-04,1.000000000000000000e+00
1.589590480122083704e+01,3.643485836921210195e-04,3.000000000000000000e+00
1.591669717423771679e+01,3.643807719001954321e-04,2.000000000000000000e+00
1.593748954725459477e+01,3.644129998083342611e-04,0.000000000000000000e+00
1.595828192027147274e+01,3.644452674060053498e-04,6.000000000000000000e+00
1.597907429328835072e+01,3.644775746826674884e-04,5.000000000000000000e+00
1.599986666630523047e+01,3.645099216277701971e-04,3.000000000000000000e+00
1.602065903932210844e+01,3.645423082307536720e-04,2.000000000000000000e+00
1.604145141233898642e+01,3.645747344810491104e-04,2.000000000000000000e+00
1.606224378535586439e+01,3.646072003680784395e-04,3.000000000000000000e+00
1.608303615837274236e+01,3.646397058812543709e-04,4.000000000000000000e+00
1.610382853138962034e+01,3.646722510099805630e-04,6.000000000000000000e+00
1.612462090440649831e+01,3.647048357436515130e-04,5.000000000000000000e+00
1.614541327742337629e+01,3.647374600716526104e-04,6.000000000000000000e+00
1.616620565044025426e+01,3.647701239833601376e-04,3.000000000000000000e+00
1.618699802345713223e+01,3.648028274681412155e-04,1.000000000000000000e+00
1.620779039647401021e+01,3.648355705153540746e-04,2.000000000000000000e+00
1.622858276949088818e+01,3.648683531143477295e-04,0.000000000000000000e+00
1.624937514250776971e+01,3.649011752544622502e-04,1.000000000000000000e+00
1.627016751552464768e+01,3.649340369250287080e-04,3.000000000000000000e+00
